Index,X,Y,Width,Height,Rank
4931,84,188,68,137,0.622435238
4932,122,753,33,181,0.105054326
4933,1524,674,181,98,0.57505174
4934,987,645,74,166,0.836030987
4935,1401,632,164,53,0.713906941
4936,778,101,159,71,0.375987355
4937,1108,97,91,160,0.880505356
4938,1279,125,37,189,0.548655395
4939,1316,975,118,145,0.224975379
4940,1171,848,23,35,0.676766285
4941,932,619,107,121,0.430683685
4942,821,752,24,25,0.906344127
4943,715,190,48,74,0.356880859
4944,318,125,122,48,0.73579249
4945,993,404,70,139,0.672548988
4946,1716,367,135,87,0.606551105
4947,100,61,45,168,0.064794612
4948,679,595,69,34,0.716820307
4949,1471,796,27,112,0.249443577
4950,1649,690,192,71,0.526494511
4951,1337,787,148,91,0.952981604
4952,1604,611,153,159,0.145126072
4953,326,472,181,182,0.415711886
4954,975,759,59,112,0.001763669
4955,1352,973,108,165,0.566297961
4956,1486,374,188,70,0.603443868
4957,728,56,150,25,0.445395108
4958,1546,272,48,64,0.058140173
4959,600,622,40,59,0.516094775
4960,784,800,33,60,0.553824202
4961,907,865,41,139,0.520884336
4962,1494,862,187,32,0.857533687
4963,1590,538,76,40,0.444180054
4964,1496,391,199,35,0.35164452
4965,1793,757,109,25,0.85237317
4966,846,452,114,106,0.53858946
4967,907,399,59,105,0.021641317
4968,1452,865,156,179,0.327544783
4969,651,807,173,34,0.604303412
4970,1576,868,19,149,0.694655335
4971,1512,93,103,76,0.187441964
4972,1064,55,28,144,0.816759866
4973,1668,773,42,110,0.833351885
4974,563,677,145,159,0.251594238
4975,1495,882,58,161,0.474080082
4976,1682,855,178,78,0.173685947
4977,1110,986,187,192,0.643378739
4978,1195,436,45,73,0.765879647
4979,999,152,98,101,0.253617559
4980,884,199,193,193,0.276262898
4981,665,871,155,11,0.860077536
4982,1645,178,136,162,0.691740173
4983,1796,454,195,55,0.707840604
4984,1657,309,150,182,0.789333779
4985,389,938,33,56,0.143765283
4986,1609,81,101,31,0.00339525
4987,1787,284,162,90,0.935581309
4988,697,414,89,72,0.232293871
4989,1562,203,194,155,0.55151411
4990,1637,626,50,31,0.490086351
4991,640,922,90,143,0.547903156
4992,471,969,109,34,0.571034468
4993,428,188,130,99,0.394488476
4994,275,885,17,28,0.222140173
4995,1013,674,115,23,0.080148592
4996,711,779,188,113,0.80823704
4997,1278,354,168,200,0.16582853
4998,459,303,146,17,0.273898547
4999,126,561,36,135,0.647141701
5000,1722,389,160,20,0.722890316
5001,643,243,117,147,0.892239316
5002,803,123,108,138,0.978983132
5003,564,534,157,128,0.075982011
5004,1018,172,74,74,0.679984583
5005,367,541,97,110,0.299043241
5006,1653,80,50,49,0.165522913
5007,334,690,57,91,0.582256467
5008,94,142,124,48,0.261566999
5009,1031,325,36,86,0.650508933
5010,1494,847,102,125,0.802078462
5011,314,780,134,24,0.094862182
5012,1717,565,114,26,0.340419241
5013,854,815,195,42,0.140139046
5014,654,545,105,120,0.50224499
5015,752,526,98,101,0.796787687
5016,858,216,29,11,0.809660844
5017,1490,783,184,22,0.601642386
5018,1648,234,110,119,0.95086328
5019,1745,167,82,145,0.635548169
5020,1652,262,138,68,0.921124809
5021,935,89,193,140,0.313466772
5022,832,957,75,146,0.508309557
5023,123,73,26,188,0.135350432
5024,202,767,20,60,0.751423778
5025,681,785,166,191,0.52410859
5026,1723,716,76,128,0.822471341
5027,458,606,116,102,0.016999344
5028,1442,946,115,184,0.704213289
5029,1021,567,149,76,0.843155271
5030,165,752,28,44,0.055065789
5031,1387,296,22,122,0.525832086
5032,723,476,15,12,0.718215016
5033,603,109,142,111,0.027416179
5034,1626,950,46,125,0.973755953
5035,1304,204,164,82,0.131241659
5036,299,51,90,43,0.377424325
5037,618,221,25,71,0.858743906
5038,1185,209,81,146,0.392923163
5039,373,487,89,51,0.923724479
5040,429,658,124,60,0.872927724
5041,780,589,68,184,0.917949846
5042,1691,299,189,197,0.524729195
5043,1569,633,194,83,0.186611934
5044,963,514,71,135,0.261270389
5045,1423,941,123,62,0.89179192
5046,1281,908,52,159,0.325294245
5047,1294,284,139,38,0.84653765
5048,649,290,44,119,0.848926809
5049,743,943,17,174,0.745356089
5050,592,568,83,42,0.540934931
5051,127,209,53,82,0.195617837
5052,1479,953,55,159,0.403196088
5053,201,362,85,74,0.948875995
5054,882,79,38,105,0.352826233
5055,783,94,25,103,0.415540409
5056,288,559,39,28,0.365634763
5057,1356,123,26,55,0.371092322
5058,360,110,26,113,0.479910674
5059,1246,234,13,121,0.502716547
5060,1593,844,132,49,0.734238226
5061,876,464,198,39,0.384255807
5062,983,770,150,184,0.077443219
5063,1068,243,108,168,0.480800119
5064,1699,857,149,157,0.767047979
5065,673,127,28,70,0.741605668
5066,263,781,57,169,0.96815123
5067,1175,623,73,199,0.037964934
5068,881,864,79,145,0.475395925
5069,65,659,162,95,0.120641916
5070,1624,744,56,131,0.811101176
5071,1149,278,97,165,0.132060053
5072,1769,863,27,96,0.338553055
5073,1577,819,113,117,0.023305326
5074,174,493,15,166,0.484994974
5075,700,962,139,48,0.125662829
5076,1489,752,21,73,0.399969378
5077,413,627,176,59,0.233422541
5078,228,504,38,194,0.7347562
5079,534,52,102,32,0.283377381
5080,642,974,90,28,0.549764489
5081,533,629,177,197,0.969124503
5082,987,891,66,107,0.159503727
5083,760,917,69,33,0.132556768
5084,1430,953,149,68,0.17715502
5085,422,256,176,85,0.402144059
5086,1668,512,27,176,0.730097866
5087,415,538,100,141,0.103073877
5088,1272,457,31,163,0.27777708
5089,845,349,135,68,0.642179364
5090,1291,177,102,125,0.088339078
5091,1091,147,135,149,0.512046466
5092,484,213,84,133,0.753791518
5093,1421,105,94,52,0.091357876
5094,343,708,85,116,0.214745806
5095,1180,255,172,153,0.469302732
5096,854,958,169,69,0.493586593
5097,467,770,198,147,0.082650144
5098,166,881,184,53,0.434525344
5099,833,497,66,130,0.662222834
5100,675,772,164,124,0.010760099
5101,1422,391,142,32,0.044919158
5102,1734,978,128,27,0.820780954
5103,737,60,130,140,0.900070638
5104,285,790,176,95,0.418726347
5105,1526,52,86,185,0.890928428
5106,1779,498,80,102,0.114049353
5107,1058,171,19,147,0.919732421
5108,334,422,173,86,0.808081131
5109,564,893,67,46,0.528022296
5110,1160,587,185,27,0.931328952
5111,331,729,86,136,0.626186952
5112,1674,224,55,166,0.365903258
5113,1399,339,197,160,0.271356519
5114,1320,959,173,90,0.351202442
5115,1194,644,62,184,0.73480894
5116,1594,543,20,136,0.006733028
5117,1243,284,168,21,0.679664394
5118,1433,202,103,139,0.297050757
5119,1773,419,56,64,0.73744633
5120,1455,606,152,102,0.861275387
5121,1073,88,111,69,0.118669827
5122,94,328,16,151,0.375603233
5123,1763,840,10,25,0.717524574
5124,975,744,138,58,0.052409415
5125,1205,820,107,54,0.569814707
5126,968,108,114,52,0.872920145
5127,677,526,28,46,0.40968659
5128,1231,710,80,156,0.165451431
5129,1759,547,96,194,0.40356969
5130,774,337,171,23,0.041168339
5131,491,491,168,50,0.134637331
5132,362,145,191,143,0.01436164
5133,882,479,141,167,0.199288057
5134,705,611,136,175,0.852828318
5135,1656,140,26,21,0.461722321
5136,1266,337,193,116,0.027401278
5137,57,472,186,153,0.983021641
5138,1319,117,25,196,0.136948168
5139,1034,913,147,94,0.950714831
5140,368,434,122,134,0.968245985
5141,1161,395,39,146,0.566158129
5142,1568,447,157,132,0.929729335
5143,818,293,43,83,0.702617042
5144,1214,668,158,196,0.350607642
5145,1250,647,188,84,0.584095597
5146,1469,62,189,165,0.633711639
5147,1588,218,158,87,0.355402108
5148,1782,271,84,149,0.345280899
5149,435,201,171,107,0.618064309
5150,755,936,91,42,0.974931366
5151,474,165,31,81,0.85482306
5152,1686,930,67,159,0.364901878
5153,1391,711,156,102,0.513387582
5154,1033,162,184,92,0.207875936
5155,503,388,191,37,0.631224976
5156,873,134,165,28,0.776108687
5157,643,150,62,14,0.186272733
5158,746,432,28,82,0.598374458
5159,659,507,104,86,0.66434146
5160,481,172,27,152,0.650893739
5161,908,430,12,179,0.649049828
5162,1293,110,199,121,0.175354952
5163,495,115,70,83,0.546192949
5164,90,104,178,17,0.749321031
5165,1627,479,183,28,0.564492932
5166,428,723,75,32,0.377242877
5167,1158,992,115,91,0.990328235
5168,263,734,30,69,0.113047893
5169,977,732,161,76,0.335833587
5170,518,62,19,46,0.535434744
5171,489,374,100,124,0.853392441
5172,806,94,13,61,0.834931441
5173,1079,526,104,198,0.515541479
5174,1447,505,156,170,0.368957062
5175,166,866,15,121,0.730111607
5176,739,693,186,147,0.10998164
5177,1353,118,17,194,0.273749178
5178,1123,180,196,39,0.822125318
5179,886,952,180,39,0.303177601
5180,1674,649,131,138,0.852756053
5181,1375,585,160,120,0.182279957
5182,1044,418,140,52,0.754511032
5183,154,457,132,189,0.348781171
5184,506,211,173,143,0.065761578
5185,422,370,21,92,0.313765328
5186,188,905,158,49,0.758943051
5187,1620,621,63,27,0.452727857
5188,855,301,192,45,0.310724431
5189,812,336,33,108,0.08361595
5190,1609,953,57,158,0.595157107
5191,239,691,19,16,0.516190607
5192,808,250,146,25,0.941028552
5193,1479,207,91,200,0.113524294
5194,1567,463,83,156,0.154029189
5195,1566,848,120,116,0.441493472
5196,1637,768,21,30,0.60854424
5197,880,653,59,130,0.212225692
5198,997,224,41,97,0.572781696
5199,255,521,37,12,0.256145812
5200,53,768,112,191,0.51504317
5201,939,423,101,93,0.404914109
5202,1710,826,140,114,0.145812998
5203,82,557,89,108,0.715267074
5204,1484,147,102,82,0.156401415
5205,1729,807,112,118,0.696254749
5206,762,435,132,104,0.755923035
5207,1628,449,56,81,0.985770656
5208,1463,941,117,117,0.692454789
5209,1702,699,126,131,0.932483482
5210,531,393,79,178,0.985874984
5211,1167,761,195,154,0.518494247
5212,182,74,158,145,0.560303958
5213,709,885,165,136,0.734018329
5214,1399,780,167,172,0.450694912
5215,1727,681,57,59,0.511533709
5216,1713,604,68,148,0.75541895
5217,82,938,95,157,0.450188668
5218,677,566,85,130,0.308821388
5219,1554,746,135,31,0.138685489
5220,1384,690,34,77,0.1814594
5221,1556,211,12,144,0.691368726
5222,1448,157,167,178,0.325355038
5223,646,231,23,80,0.888395659
5224,212,275,95,99,0.703235274
5225,861,846,103,114,0.100392609
5226,232,352,49,49,0.680143644
5227,1236,894,18,103,0.979661086
5228,209,658,145,40,0.005716805
5229,632,962,65,179,0.601704707
5230,1174,237,21,97,0.463503082
5231,870,354,166,44,0.702530881
5232,958,803,140,110,0.213424783
5233,1078,267,125,44,0.75152479
5234,958,910,29,95,0.931274751
5235,714,157,68,182,0.010299405
5236,178,128,114,54,0.298574497
5237,1517,293,113,92,0.0902805
5238,155,783,37,160,0.254969786
5239,402,780,153,50,0.336318948
5240,606,636,111,46,0.336889291
5241,1269,448,56,120,0.356319966
5242,1609,421,140,149,0.733935225
5243,1019,821,177,44,0.645808477
5244,489,783,16,31,0.789295798
5245,491,816,80,170,0.253528285
5246,537,328,121,32,0.007851571
5247,1381,114,200,145,0.267511865
5248,1438,721,33,37,0.702379768
5249,552,429,149,176,0.726716269
5250,1005,292,56,31,0.718654501
5251,904,660,40,29,0.193692311
5252,812,372,134,83,0.00395232
5253,1315,588,183,87,0.082266168
5254,374,128,88,81,0.319633145
5255,468,620,30,163,0.430772927
5256,873,346,136,158,0.438194129
5257,1516,918,83,58,0.266122334
5258,1578,627,138,77,0.973171182
5259,1077,280,31,52,0.218133188
5260,1093,470,185,172,0.068002808
5261,774,814,152,196,0.010862851
5262,1349,194,155,176,0.401252779
5263,1258,151,74,28,0.416679878
5264,516,935,38,113,0.013252783
5265,1528,421,84,118,0.224525961
5266,463,293,161,24,0.014956729
5267,999,174,186,86,0.29435483
5268,988,698,84,173,0.133392452
5269,1211,353,59,52,0.43420297
5270,1499,866,192,88,0.920177032
5271,835,210,166,32,0.012612287
5272,1483,912,31,154,0.294409266
5273,1364,420,108,64,0.332458964
5274,1282,195,120,190,0.693153166
5275,242,77,183,121,0.663198873
5276,291,381,14,152,0.711805947
5277,103,297,27,39,0.656936173
5278,625,810,141,144,0.019848166
5279,734,63,20,112,0.871444751
5280,919,476,126,89,0.116766012
5281,1224,470,52,38,0.320407294
5282,459,182,137,179,0.204501309
5283,674,110,143,34,0.747540487
5284,779,419,134,31,0.818631788
5285,539,1000,148,196,0.62986268
5286,1554,981,158,91,0.637952603
5287,1501,556,29,182,0.971199993
5288,1440,307,171,32,0.488065627
5289,1444,93,25,43,0.601999061
5290,936,438,101,98,0.024138221
5291,732,507,56,197,0.81954654
5292,1391,701,49,142,0.06239231
5293,814,695,181,96,0.807110251
5294,1458,967,192,45,0.454030615
5295,502,171,132,115,0.9552603
5296,176,97,73,58,0.478094578
5297,623,635,200,182,0.907963674
5298,1475,868,161,102,0.1699979
5299,800,369,106,55,0.343562899
5300,1105,175,59,45,0.033577203
5301,1615,144,128,173,0.484338485
5302,426,649,103,83,0.798115945
5303,1235,120,133,92,0.887633174
5304,1414,475,150,74,0.068332008
5305,253,453,29,67,0.233179188
5306,1063,241,38,54,0.964271758
5307,1353,58,66,173,0.585629194
5308,1230,141,194,49,0.148627888
5309,1022,703,49,128,0.139637866
5310,1698,507,197,14,0.285677937
5311,213,75,145,100,0.975437143
5312,941,377,14,159,0.220641719
5313,1254,993,113,49,0.570220572
5314,287,889,100,196,0.666432408
5315,662,164,177,101,0.696292604
5316,1215,759,128,42,0.568352002
5317,802,500,181,102,0.138819141
5318,407,381,68,120,0.657040381
5319,1681,782,21,60,0.092185409
5320,1278,230,50,30,0.503001608
5321,1786,167,173,80,0.771350265
5322,967,669,125,160,0.961354083
5323,1110,348,59,169,0.438207379
5324,811,624,198,33,0.552906286
5325,767,274,109,187,0.230933305
5326,1529,751,162,27,0.828598535
5327,1671,522,132,38,0.874469639
5328,1353,184,85,110,0.30016848
5329,190,201,195,132,0.988497876
5330,323,582,45,174,0.042961789
5331,667,273,170,106,0.217397276
5332,1105,98,154,19,0.087438579
5333,939,824,157,97,0.439339008
5334,1355,263,47,161,0.2432089
5335,1648,620,192,28,0.058434871
5336,73,197,52,107,0.009145851
5337,549,683,180,197,0.755816191
5338,215,974,120,71,0.755018042
5339,1389,98,64,18,0.046511414
5340,1472,807,103,42,0.297853002
5341,161,439,114,26,0.079713971
5342,1684,232,70,75,0.207733232
5343,571,306,10,112,0.545841565
5344,1300,568,14,123,0.760061135
5345,1693,681,160,36,0.638057508
5346,676,996,108,67,0.75299487
5347,857,568,64,44,0.829566333
5348,297,489,115,149,0.862455605
5349,889,124,110,119,0.943501366
5350,134,741,177,191,0.655034044
5351,511,623,61,149,0.828245836
5352,1073,960,17,181,0.381328475
5353,977,899,54,120,0.431725573
5354,1776,90,144,159,0.02294904
5355,993,779,181,198,0.455818945
5356,134,418,143,172,0.716068269
5357,1506,222,37,29,0.432174225
5358,645,169,169,29,0.627621286
5359,203,93,61,41,0.409006218
5360,1479,888,159,171,0.211461023
5361,1161,851,59,60,0.09106309
5362,279,449,43,159,0.112283393
5363,716,63,96,99,0.667204703
5364,672,783,51,14,0.776991889
5365,976,246,84,38,0.824159169
5366,433,777,144,70,0.656535085
5367,108,500,151,18,0.661422269
5368,1775,227,175,124,0.192299821
5369,299,966,174,157,0.315247788
5370,689,145,80,91,0.483341938
5371,1302,509,106,169,0.072363099
5372,512,711,194,159,0.397702666
5373,1593,725,14,112,0.49979137
5374,759,844,62,157,0.582928701
5375,1109,276,177,97,0.062797914
5376,1512,386,152,180,0.909870383
5377,1474,97,66,11,0.593620619
5378,856,746,143,143,0.029999053
5379,1254,292,141,24,0.33566169
5380,1800,665,109,37,0.02435826
5381,1251,187,158,162,0.04744024
5382,643,664,154,167,0.078055101
5383,175,534,40,150,0.11484776
5384,146,776,138,155,0.900343463
5385,572,977,153,135,0.260708576
5386,1286,611,177,12,0.666953484
5387,1164,66,115,45,0.053774028
5388,898,212,112,115,0.484271108
5389,1613,661,183,148,0.788039594
5390,725,389,136,72,0.83697262
5391,1075,148,140,86,0.466201358
5392,156,429,20,77,0.250536154
5393,477,698,86,135,0.028541277
5394,256,711,153,186,0.582635904
5395,505,922,163,78,0.086530147
5396,805,278,76,145,0.312803068
5397,205,850,129,23,0.72399579
5398,440,789,197,52,0.552291642
5399,147,421,169,186,0.054691477
5400,1738,806,111,186,0.919261496
5401,323,752,94,21,0.308332912
5402,1486,626,127,165,0.56151311
5403,715,684,36,194,0.303294507
5404,58,50,56,51,0.584434884
5405,1074,146,15,163,0.954041267
5406,235,480,188,15,0.358926573
5407,1390,365,16,68,0.728828177
5408,1258,522,173,42,0.101824005
5409,494,533,39,168,0.799736897
5410,1578,500,99,60,0.299184435
5411,959,641,193,163,0.945375969
5412,1052,527,161,29,0.193541524
5413,1367,872,78,133,0.473871517
5414,1309,202,134,126,0.827236979
5415,1692,294,181,167,0.770442613
5416,1216,165,101,29,0.087441717
5417,519,855,66,150,0.017524543
5418,437,132,178,157,0.299616874
5419,1787,454,49,27,0.413506995
5420,406,421,164,22,0.790265083
5421,811,205,163,177,0.731763992
5422,1751,164,60,178,0.263129137
5423,263,674,26,194,0.458478695
5424,637,996,151,151,0.802272148
5425,414,281,185,16,0.846531857
5426,80,295,37,87,0.938964914
5427,892,317,90,198,0.704688138
5428,1589,593,132,165,0.911295347
5429,1584,978,49,84,0.479696943
5430,1281,448,176,68,0.264340288
5431,96,368,54,67,0.419793544
5432,1203,689,180,130,0.06968575
5433,338,280,146,114,0.617330159
5434,1434,155,153,100,0.186830802
5435,1198,652,96,33,0.988186772
5436,1228,724,146,116,0.942641111
5437,249,845,10,46,0.972507315
5438,1533,594,125,38,0.221376783
5439,1799,368,54,150,0.332924873
5440,1292,975,21,90,0.958038786
5441,202,433,187,43,0.197974561
5442,1554,255,15,15,0.00014413
5443,1407,887,165,178,0.209690091
5444,447,134,167,194,0.049058217
5445,734,224,189,10,0.309772064
5446,1217,192,10,143,0.313983301
5447,470,52,65,186,0.49214399
5448,1217,222,109,92,0.116302005
5449,383,771,47,34,0.631774648
5450,149,407,130,152,0.617026883
5451,609,155,185,88,0.146682435
5452,479,630,18,97,0.597248964
5453,984,832,156,128,0.187708671
5454,723,307,80,137,0.646755013
5455,950,629,85,146,0.271748506
5456,1738,176,67,48,0.490343713
5457,727,241,115,135,0.873428807
5458,702,561,200,121,0.743656279
5459,863,966,78,113,0.788888084
5460,1337,190,151,116,0.373461961
5461,314,243,122,50,0.247598391
5462,560,643,187,119,0.949515872
5463,1747,503,151,173,0.367331511
5464,1329,631,170,80,0.077901687
5465,1602,147,170,89,0.597746015
5466,1639,829,55,13,0.863618992
5467,521,646,144,55,0.517265273
5468,1725,726,122,82,0.234263772
5469,1646,889,82,99,0.487624261
5470,516,525,187,89,0.303468236
5471,1225,350,182,83,0.178927888
5472,1306,153,45,178,0.790705646
5473,547,949,79,47,0.722258778
5474,1369,601,130,137,0.070481573
5475,520,942,128,74,0.257952389
5476,1560,642,80,186,0.780145699
5477,819,745,68,180,0.380920546
5478,501,759,117,167,0.670969226
5479,1299,937,46,157,0.123263639
5480,1232,703,190,135,0.604094789
5481,75,560,78,123,0.59638655
5482,1525,102,79,27,0.007465222
5483,1663,917,32,18,0.198146934
5484,1163,868,36,33,0.494480907
5485,426,328,111,179,0.112382346
5486,533,546,190,85,0.527590796
5487,901,929,61,149,0.914132844
5488,186,207,163,125,0.548077447
5489,444,812,23,13,0.881780484
5490,882,316,106,73,0.128922981
5491,1761,285,143,82,0.131663532
5492,664,475,137,105,0.259742343
5493,275,361,173,99,0.205859136
5494,1766,728,168,158,0.937658313
5495,158,356,164,188,0.744297351
5496,352,205,47,134,0.877048845
5497,1681,896,49,145,0.918736081
5498,1310,966,152,10,0.648319296
5499,572,448,137,96,0.584978526
5500,1227,468,67,157,0.713562743
5501,63,746,44,171,0.285935186
5502,132,416,67,165,0.183957829
5503,1374,657,36,135,0.004281388
5504,454,190,130,95,0.764064234
5505,286,567,128,198,0.931914976
5506,140,179,140,15,0.811796278
5507,1767,543,121,77,0.259298345
5508,810,418,16,36,0.326603021
5509,837,539,108,76,0.47470806
5510,1647,971,26,54,0.941324381
5511,1077,437,162,99,0.342916117
5512,936,741,140,88,0.134947746
5513,599,747,107,11,0.029407846
5514,653,860,152,140,0.966566607
5515,1128,861,135,68,0.520590034
5516,1183,304,137,45,0.333670625
5517,1320,435,126,34,0.35590262
5518,1119,195,116,188,0.558922272
5519,1565,204,134,190,0.745921106
5520,1219,571,197,70,0.497313761
5521,1097,644,43,73,0.882670775
5522,348,638,31,171,0.405453591
5523,1361,76,170,38,0.820882181
5524,1266,706,170,37,0.779346525
5525,50,98,23,110,0.096660907
5526,294,774,90,186,0.270174763
5527,983,158,157,179,0.544718414
5528,837,884,126,132,0.680034344
5529,1366,967,193,126,0.122230325
5530,572,350,108,176,0.968450623
5531,967,943,37,38,0.08769
5532,936,696,183,16,0.760114658
5533,867,796,81,95,0.32645072
5534,809,156,125,33,0.338860477
5535,737,487,124,30,0.002485116
5536,665,905,57,126,0.774674923
5537,447,550,49,24,0.675838135
5538,643,272,100,73,0.687670605
5539,1726,861,193,188,0.773859977
5540,1029,425,187,50,0.849002414
5541,580,304,21,199,0.341867762
5542,563,333,197,33,0.83061884
5543,361,562,159,32,0.562941839
5544,1154,584,116,115,0.384549949
5545,1643,124,129,132,0.511146183
5546,978,731,39,15,0.417302397
5547,755,571,18,163,0.327948489
5548,849,308,137,33,0.92797209
5549,1651,675,143,104,0.259697126
5550,719,596,194,64,0.862277071
5551,657,527,173,47,0.498724886
5552,891,105,130,74,0.08299293
5553,207,138,66,68,0.604935793
5554,1611,777,177,35,0.484206324
5555,1075,652,59,101,0.771908042
5556,59,819,118,141,0.783969038
5557,1439,757,124,12,0.66766043
5558,943,711,86,189,0.481482263
5559,1509,488,42,126,0.801644571
5560,1542,227,84,117,0.035662614
5561,419,592,68,77,0.07512582
5562,127,901,165,178,0.665539564
5563,1312,893,54,137,0.058865674
5564,348,60,96,67,0.444704165
5565,1098,482,36,161,0.502206584
5566,721,333,131,174,0.899298967
5567,1486,231,91,35,0.855037603
5568,1466,954,180,96,0.934749681
5569,700,948,183,95,0.437602527
5570,1732,379,46,174,0.263832503
5571,534,919,185,183,0.604150427
5572,1532,155,88,20,0.784853967
5573,474,173,164,19,0.539963021
5574,1750,918,70,68,0.443984278
5575,1736,556,108,27,0.503623297
5576,1331,862,54,187,0.710678612
5577,620,81,34,81,0.898410665
5578,146,977,190,84,0.587356071
5579,579,279,27,78,0.101094403
5580,271,960,122,200,0.430045422
5581,969,884,137,177,0.482372081
5582,939,552,175,132,0.976753856
5583,1103,613,135,98,0.355122075
5584,1206,89,144,74,0.498014509
5585,509,839,155,121,0.809563171
5586,1464,682,146,134,0.597587697
5587,1019,681,30,155,0.73601605
5588,154,935,162,155,0.995246627
5589,951,418,82,112,0.685708838
5590,1135,481,64,95,0.152975083
5591,999,399,151,179,0.343697235
5592,175,296,196,189,0.672667322
5593,1071,476,117,134,0.211451715
5594,793,596,42,143,0.769177474
5595,1592,357,91,36,0.251145911
5596,502,720,166,180,0.775346415
5597,957,298,183,56,0.195379893
5598,205,140,197,54,0.295870285
5599,773,926,148,154,0.27573984
5600,1756,471,154,113,0.295838276
5601,992,968,67,122,0.977407967
5602,958,322,192,130,0.628549178
5603,612,738,190,96,0.941744109
5604,912,725,118,191,0.698013017
5605,1231,114,146,187,0.329382915
5606,311,527,47,101,0.863670711
5607,1668,733,172,132,0.174355685
5608,1590,225,75,72,0.723521888
5609,405,152,80,191,0.430522019
5610,895,671,34,111,0.79289714
5611,893,954,132,68,0.105877284
5612,696,732,13,29,0.198741065
5613,1207,504,117,166,0.729255329
5614,991,490,14,110,0.645541655
5615,132,332,185,86,0.312307682
5616,280,705,133,187,0.574802902
5617,1760,317,20,146,0.981859429
5618,1752,1000,31,198,0.99266084
5619,641,594,94,160,0.412367028
5620,1669,91,99,150,0.190220221
5621,777,55,26,66,0.951680998
5622,1015,245,25,83,0.342855573
5623,133,984,192,86,0.685039749
5624,742,456,193,84,0.226621933
5625,418,707,63,181,0.539288118
5626,1501,177,191,38,0.134408167
5627,1153,179,53,70,0.632419296
5628,370,357,139,193,0.48420033
5629,1692,346,81,129,0.290445853
5630,142,425,77,16,0.837944783
5631,1198,315,52,128,0.614889082
5632,654,338,31,144,0.194905984
5633,1613,926,194,48,0.325224728
5634,311,760,196,94,0.517481496
5635,380,334,59,91,0.88324392
5636,1248,266,175,119,0.647175802
5637,699,417,198,79,0.536301123
5638,987,153,167,113,0.336882141
5639,769,179,147,102,0.877053912
5640,1367,616,64,60,0.801540837
5641,820,924,95,86,0.029824615
5642,383,89,106,49,0.484877512
5643,945,719,130,116,0.815591455
5644,1421,606,20,172,0.430949558
5645,743,681,42,130,0.711551288
5646,812,130,69,195,0.322624046
5647,876,581,30,108,0.369333365
5648,135,217,184,91,0.39849831
5649,1694,312,131,38,0.831756299
5650,1123,312,99,113,0.14947579
5651,475,135,60,53,0.001382029
5652,287,768,197,88,0.744827646
5653,283,408,140,10,0.409816553
5654,127,707,95,25,0.18179766
5655,778,463,27,68,0.005556659
5656,223,984,29,89,0.188935537
5657,675,626,149,147,0.508947899
5658,1265,789,102,139,0.952462499
5659,1117,423,14,191,0.562548262
5660,554,437,58,149,0.997686069
5661,535,451,144,135,0.311579024
5662,679,786,76,197,0.451240107
5663,1274,220,151,57,0.333947587
5664,977,721,158,174,0.200448873
5665,598,439,53,183,0.00560123
5666,441,395,50,189,0.301150115
5667,858,499,26,67,0.743984618
5668,1717,445,14,152,0.526983997
5669,517,788,154,170,0.23003664
5670,107,594,33,84,0.698770568
5671,1232,748,45,15,0.433838517
5672,286,84,158,158,0.765258402
5673,477,567,162,37,0.690194193
5674,1555,885,79,75,0.542979931
5675,1282,502,56,163,0.622831889
5676,317,522,31,83,0.592605652
5677,991,514,36,115,0.780881702
5678,1274,662,112,171,0.787850756
5679,650,553,99,107,0.035885225
5680,732,752,118,148,0.564118618
5681,1321,117,85,72,0.798052205
5682,354,391,119,30,0.870456663
5683,966,653,97,165,0.658925007
5684,1301,628,70,71,0.466714478
5685,362,167,15,148,0.584919621
5686,1747,779,25,186,0.783553839
5687,1649,508,18,112,0.054914595
5688,375,729,128,26,0.505921443
5689,1172,714,132,109,0.574363344
5690,1319,164,110,14,0.854142239
5691,641,838,194,86,0.28970554
5692,1578,275,130,193,0.238471825
5693,557,293,72,139,0.586495185
5694,1323,177,167,106,0.475639833
5695,883,976,103,190,0.292766317
5696,1369,821,122,149,0.335283953
5697,965,888,53,132,0.793298683
5698,103,728,158,123,0.498940251
5699,1329,218,87,189,0.668775312
5700,1590,930,185,76,0.065385226
5701,505,752,83,63,0.555444786
5702,88,877,85,158,0.793733317
5703,653,901,75,158,0.267305362
5704,692,741,36,145,0.039021064
5705,1606,399,169,10,0.322814588
5706,1347,152,103,98,0.738198084
5707,1258,729,85,92,0.604371968
5708,1389,839,70,43,0.56232862
5709,1283,243,67,195,0.114318318
5710,762,346,111,62,0.091895253
5711,1194,464,25,97,0.68119149
5712,670,472,44,98,0.392950637
5713,463,82,47,144,0.578089642
5714,912,118,17,71,0.798951719
5715,1360,490,49,39,0.503933377
5716,1146,876,155,112,0.059899277
5717,1770,725,96,27,0.923344718
5718,1352,372,194,200,0.326739598
5719,1697,176,184,95,0.387625137
5720,1108,796,55,73,0.386474164
5721,1483,795,74,167,0.37609163
5722,251,798,52,23,0.600715622
5723,1667,993,136,182,0.838633446
5724,205,450,69,73,0.697540493
5725,1791,466,158,84,0.039138064
5726,435,741,25,27,0.255865362
5727,143,246,51,191,0.126042065
5728,1572,776,176,146,0.398144307
5729,682,136,57,71,0.902606898
5730,906,121,196,62,0.205797436
5731,323,950,19,104,0.857274294
